,장르,제목,좋아요,별점
3013,스토리,"앵두야, 연애하자",30,9.85
3014,스토리,기묘한 책방,185,9.85
3015,스토리,그리고 그들은,5,9.56
3016,스토리,부탁해요-! 곰씨!,19,9.77
3017,스토리,디바인 안드로메다,61,9.86
3018,스토리,Dead to the world,15,9.85
3019,스토리,스위치히터,31,9.69
3020,스토리,흐드러지다,9,9.73
3021,스토리,망고맘보,12,9.75
3022,스토리,[울지마],13,9.64
3023,스토리,HOLE,32,9.76
3024,스토리,이프,441,9.85
3025,스토리,어느 토요일 밤의 무지개,229,9.81
3026,스토리,항문미남 랩소디,9,9.75
3027,스토리,카산드라,82,9.75
3028,스토리,까마귀의 편지,18,9.60
3029,스토리,너땜에 찬란한 내인생!,11,9.64
3030,스토리,백수 (百壽),5,8.74
3031,스토리,옆집화랑,16,9.74
3032,스토리,사랑의 아쿠아리움,17,9.63
3033,스토리,그남자의 '!',7,9.52
3034,스토리,아더월드,7,9.39
3035,스토리,환상주사위,14,9.69
3036,스토리,LOST,8,9.67
3037,스토리,홀리마운틴,9,9.02
3038,스토리,오래된 노래,7,9.45
3039,스토리,오늘의 온도,583,9.85
3040,스토리,호레,25,9.85
3041,스토리,스왓걸스,24,9.66
3042,스토리,모니?모니!,19,9.21
3043,스토리,봄이여 오라,38,9.68
3044,스토리,언노운 - (Unknown),15,8.78
3045,스토리,괴몽탐정 라로샤,30,9.56
3046,스토리,눈의 여왕,18,9.61
3047,스토리,굿 마이 베리 파파.,22,9.75
3048,스토리,고렘 소환사,20,8.96
3049,스토리,비 그리고...[리뉴얼],12,9.68
3050,스토리,땅의 기록,23,9.78
3051,스토리,워닝사인,17,9.79
3052,스토리,법칙과 순서의 세계,12,9.68
3053,스토리,Scapegoat,8,9.63
3054,스토리,고스트 컴퍼니,779,9.85
3055,스토리,이상한 나라의 블레인,45,9.84
3056,스토리,기세기세 (기네스 세계 기록 세우기),20,9.59
3057,스토리,조금 더 가까이,"1,475",9.85
3058,스토리,블루로맨스(blue romance),17,9.50
3059,스토리,나비가 나타났다,27,9.71
3060,스토리,흑색논란,12,9.69
3061,스토리,겨울X거울,32,9.56
3062,스토리,캣밑피쉬 (The Cat Meets Fish),369,9.86
3063,스토리,굿바이 엔젤,6,9.75
3064,스토리,바다의 노래,33,9.42
3065,스토리,인형의주인,7,9.25
3066,스토리,하늘아래 우체부,66,9.86
3067,스토리,더 나이팅게일,15,9.73
3068,스토리,로고스,48,9.64
3069,스토리,안개의 시,14,9.73
3070,스토리,CORE,7,9.59
3071,스토리,푸른피의소년,7,9.32
3072,스토리,"카페,롤링페이퍼(CAFE,ROLLING PAPER)",55,9.76
3073,스토리,이명충(耳鳴蟲),3,9.61
3074,스토리,알트,101,9.79
3075,스토리,에잇 뿔,340,9.82
3076,스토리,스물일곱,13,9.57
3077,스토리,미묘한 이야기,101,9.44
3078,스토리,얼룩말,23,9.76
3079,스토리,아이딜리아,10,9.48
3080,스토리,빨간봉투,10,9.54
3081,스토리,커튼콜 아래그랑,30,9.83
3082,스토리,기타맨,15,9.78
3083,스토리,Stupor Mundi,5,9.59
3084,스토리,3MAN,11,9.57
3085,스토리,밴디지!,240,9.68
3086,스토리,포션 매니아,59,9.80
3087,스토리,미궁,498,9.82
3088,스토리,백스쿨,14,9.31
3089,스토리,"나비, 물고기",264,9.81
3090,스토리,바보들의 정원,5,9.78
3091,스토리,잉코무뚜,5,9.56
3092,스토리,언더그라운드,17,9.71
3093,스토리,불새,20,9.62
3094,스토리,다미:고!,54,9.86
3095,스토리,이사모 괴짜가족,7,8.89
3096,스토리,My OH,70,9.78
3097,스토리,천체의 성,14,9.55
3098,스토리,카일룸,14,9.61
3099,스토리,서머너즈,7,9.54
3100,스토리,도전!만화가!!,34,8.80
3101,스토리,양의 향수병,6,9.55
3102,스토리,마음을 주세요,3,9.22
3103,스토리,레드군,70,9.50
3104,스토리,낙원이야기,11,8.16
3105,스토리,미켈란젤로다빈치,11,9.52
3106,스토리,나의날,9,9.83
3107,스토리,엔파이터즈,8,9.13
3108,스토리,MASQUE,6,9.76
3109,스토리,데이드림,16,9.84
3110,스토리,GEMMA .,13,9.74
3111,스토리,호밀밭의 하수군,11,9.79
3112,스토리,오리지날 트랙 1,9,9.67
3113,스토리,F&I,8,9.63
3114,스토리,은빛 고릴라,377,9.60
3115,스토리,우리동네 세일러문,12,9.40
3116,스토리,저스트 나우,10,9.57
3117,스토리,알타입 프로젝트,6,9.39
3118,스토리,누구세요,14,9.62
3119,스토리,아이디어맨,13,9.48
3120,스토리,출동!인간퇴치 사무소,6,9.59
3121,스토리,세가지색 클로버,6,9.54
3122,스토리,창공의 벨로보그,5,9.70
3123,스토리,수상한 상담소,24,9.29
3124,스토리,스턴건,1,9.45
3125,스토리,묵회,7,9.39
3126,스토리,코기의 취향,847,9.85
3127,스토리,페이백 [완],11,9.42
3128,스토리,그런지(grunge),11,9.68
3129,스토리,달려!!,5,9.20
3130,스토리,아스말의 노래,1,9.52
3131,스토리,클래비쇼,12,8.87
3132,스토리,나공댁,10,9.66
3133,스토리,고슴도치,4,9.50
3134,스토리,아이란건,4,9.47
3135,스토리,둥근해가떴습니다,13,9.77
3136,스토리,낯선자들의 보고서,3,9.53
3137,스토리,seal,2,7.94
3138,스토리,위기의인생,4,8.63
3139,스토리,헤라디아,2,8.81
3140,스토리,지구별통신,62,9.66
3141,스토리,한줄기 빛,5,9.39
3142,스토리,와일드 (THE WILD),4,8.84
3143,스토리,쓰리,5,9.59
3144,스토리,파푸리안,6,9.54
3145,스토리,기적이운다,4,9.39
3146,스토리,당신과 나의 귀한 만남,5,7.26
3147,스토리,관유의 상자세상,5,9.26
