,장르,제목,좋아요,별점,정식연재
2179,판타지,공허의 숲,377,9.57,0
2180,판타지,크로우,360,9.82,0
2181,판타지,피오키노,531,9.64,0
2182,판타지,일요극장,"1,586",9.85,0
2183,판타지,다크로드인,240,9.86,0
2184,판타지,붉은끈,120,9.76,0
2185,판타지,별끝에서 땅끝까지,479,9.81,0
2186,판타지,망령왕이,169,9.52,0
2187,판타지,재와 먼지의 시,182,9.79,0
2188,판타지,하엔,251,9.54,0
2189,판타지,저리가요 마왕씨,"3,469",9.86,0
2190,판타지,일주일 지구체험,545,9.77,0
2191,판타지,스쿱스,331,9.55,0
2192,판타지,진짜 다 이루어줘,660,9.14,0
2193,판타지,이웃집 성녀님!,118,9.46,0
2194,판타지,미녀와 마녀,70,9.53,0
2195,판타지,무쇠,183,9.78,0
2196,판타지,인비트윈,735,9.49,0
2197,판타지,빈센트,485,9.77,0
2198,판타지,막장동화에 어서오렴! (feat.동화원정대),289,9.25,0
2199,판타지,블랙옐로,125,8.86,0
2200,판타지,그루버,120,9.15,0
2201,판타지,망각천사를 잡는 방법,488,9.76,0
2202,판타지,파라웨이 치킨,546,9.68,0
2203,판타지,우리집 장롱대마왕,"2,388",9.78,0
2204,판타지,악마와 티타임,477,9.86,0
2205,판타지,별정직 통신사,438,9.75,0
2206,판타지,25세 요술공주,334,9.76,0
2207,판타지,망생이 전투,277,9.67,0
2208,판타지,블러드 라이트,81,9.55,0
2209,판타지,당신의 한 순간,288,9.77,0
2210,판타지,다시 만나요,129,9.21,0
2211,판타지,언령,76,9.41,0
2212,판타지,니플헤임,"1,799",9.86,0
2213,판타지,별이 내린 여름날,433,9.75,0
2214,판타지,루이와 졸개들 R,216,9.78,0
2215,판타지,떡신사바,223,9.76,0
2216,판타지,메이커,580,9.74,0
2217,판타지,리사이클,298,8.94,0
2218,판타지,다이아 하트의 안내인,184,9.12,0
2219,판타지,블랙시저스,55,9.81,1
2220,판타지,픽셔너,227,9.64,0
2221,판타지,우주대모험,184,9.2,0
2222,판타지,조선좀비,106,9.79,1
2223,판타지,노미를 잡아라,125,9.48,0
2224,판타지,해동요,232,9.02,0
2225,판타지,신령,342,9.81,1
2226,판타지,소울,338,8.93,0
2227,판타지,렘브란트 블러드,17,8.67,0
2228,판타지,옥탑방마녀,428,9.8,0
2229,판타지,우주교도소 바다붐,"1,749",9.76,0
2230,판타지,송곳니 가족,562,9.37,0
2231,판타지,안녕 외교국,545,9.54,0
2232,판타지,신룡의 주인,"4,019",9.85,0
2233,판타지,차원이동전문 환상부동산,266,9.78,0
2234,판타지,야수본능,212,9.51,0
2235,판타지,원스 인 어 블루문,439,9.81,0
2236,판타지,렛츠고!팜머스쿨!,480,9.85,0
2237,판타지,사도 신여랑傳,129,9.5,0
2238,판타지,4번째 세계,144,9.59,0
2239,판타지,우주수렴법칙,559,9.76,0
2240,판타지,코엑시스트,148,8.92,0
2241,판타지,신수의 주인,"2,541",9.82,0
2242,판타지,무탄트,140,9.85,0
2243,판타지,키치 꼬치,133,8.18,0
2244,판타지,드리머즈,554,9.31,0
2245,판타지,신기록,111,9.86,0
2246,판타지,밤을 삼킨 아이,356,9.6,0
2247,판타지,얼어붙은 아로와향기,283,8.83,0
2248,판타지,어느 오래된 도서관의 비밀,588,9.86,0
2249,판타지,그들의 방식,944,9.83,0
2250,판타지,위험한 들개들,16,9.38,0
2251,판타지,마왕의 휴일,932,9.87,0
2252,판타지,홀,165,9.59,0
2253,판타지,에이디,584,9.86,0
2254,판타지,들개의 품위,"2,421",9.86,0
2255,판타지,U.S.P.O.,186,9.32,0
2256,판타지,주저드,421,9.36,0
2257,판타지,드림웨폰,"1,793",9.83,0
2258,판타지,트럼프(Trump),406,9.85,1
2259,판타지,네펜데스,231,9.11,0
2260,판타지,레이디 프로젝트,"4,961",9.86,0
2261,판타지,시밝,227,9.84,0
2262,판타지,IF,226,9.59,0
2263,판타지,라텔론,439,9.26,0
2264,판타지,정불고교,103,9.43,0
2265,판타지,라이즈(RISE),224,9.68,0
2266,판타지,"치킨,신이된닭",379,9.8,0
2267,판타지,시궁쥐구멍,136,9.79,0
2268,판타지,정사도 [Saintly Dozen],142,8.08,0
2269,판타지,점성술사,169,9.61,0
2270,판타지,더 모나크,94,9.69,0
2271,판타지,시나브로 너에게,128,9.66,0
2272,판타지,약하지않아,495,9.8,0
2273,판타지,모서리에서,594,9.31,0
2274,판타지,문러버,120,7.86,0
2275,판타지,"Please Me, Please","1,163",9.78,0
2276,판타지,메모리즈 레인,195,9.86,0
2277,판타지,ZET,160,9.24,0
2278,판타지,낮게 날고있는 연,"1,599",9.56,0
2279,판타지,그 섬에 바보들이 산다,"1,142",9.83,0
2280,판타지,밤공마,266,9.57,0
2281,판타지,여름에 내리는 서리,165,9.09,0
2282,판타지,론즈(Lons),143,9.82,0
2283,판타지,저주를 걸어드립니다.,"1,023",9.87,0
2284,판타지,플라시버,116,8.72,0
2285,판타지,엘리자베스1호,515,9.85,0
2286,판타지,비밀곰,182,9.11,0
2287,판타지,릴리스,95,9.57,0
2288,판타지,천지해,528,9.86,0
2289,판타지,DAWN 여명 - 트와일라이트 2부,811,9.85,0
2290,판타지,귀예록,159,9.79,0
2291,판타지,야화,140,9.79,0
2292,판타지,신속한 세계,145,9.23,0
2293,판타지,더 게이머,218,9.85,1
2294,판타지,렌탈맨,873,8.3,0
2295,판타지,그들의 사정,116,9.0,0
2296,판타지,슈퍼랑,526,9.63,0
2297,판타지,Mrs. Alice,675,9.81,0
2298,판타지,비스트 사인,"1,919",9.66,0
2299,판타지,망각의 주인,432,9.87,0
2300,판타지,종말의 왕국,55,9.57,0
2301,판타지,잿빛악마,102,9.85,0
2302,판타지,우렁이라도 좋아,"1,462",9.82,0
2303,판타지,혼생자(魂生子),197,9.86,0
2304,판타지,야상곡,168,9.75,0
2305,판타지,예쁜인력,51,8.73,0
2306,판타지,못난오리,231,9.84,0
2307,판타지,금잔화가 피는 여름,217,9.27,0
2308,판타지,짐승의 맛,331,9.82,0
2309,판타지,산신 [山神],995,9.85,0
2310,판타지,11월에 내리는 설이,250,9.74,0
2311,판타지,아마도,82,9.52,0
2312,판타지,디어비스,287,9.68,0
2313,판타지,몬딕,390,9.87,0
2314,판타지,해를쫓아별이된아이,"1,172",9.85,0
2315,판타지,악제에피소드,51,9.56,0
2316,판타지,이런 카페 처음이야,444,9.87,0
2317,판타지,피아타,277,9.75,0
2318,판타지,죽어도 숨은 쉰다,"12,913",9.85,0
2319,판타지,무토 (Muto),70,9.7,0
2320,판타지,다락방을 찾아서,372,9.46,0
2321,판타지,잊지않아,"1,905",9.55,0
2322,판타지,신의 언어,71,9.84,1
2323,판타지,3구역 숲,125,9.47,0
2324,판타지,탄생석,"6,305",9.86,0
2325,판타지,우주 수호기사 마이티 캣!,211,9.78,0
2326,판타지,특허소년,565,9.87,0
2327,판타지,어떤 화랑의 아가씨와 용의 이야기,349,9.86,0
2328,판타지,기적의 앱스토어,"1,153",9.86,0
2329,판타지,WaNDerer,546,9.86,0
2330,판타지,뉴트리아,61,9.68,0
2331,판타지,이오타,117,8.86,0
2332,판타지,도레미친만화,34,6.82,0
2333,판타지,저주상인,66,9.76,0
2334,판타지,소미무,116,9.86,0
2335,판타지,제가 그냥 보라색을 좋아하는데요 (제.그.보.),954,9.86,0
2336,판타지,얀카툰,70,8.86,0
2337,판타지,일리티이아의 심장,69,9.8,0
2338,판타지,바이스,56,9.82,0
2339,판타지,사막화花,795,9.68,0
2340,판타지,언더 더 애플트리,106,9.29,0
2341,판타지,스핑크스에이지,65,9.85,0
2342,판타지,신영웅전기,"1,428",9.88,0
2343,판타지,魂지킴이,"1,226",9.77,0
2344,판타지,HolloW,118,9.86,0
2345,판타지,지신전,33,8.7,0
2346,판타지,숙천,81,9.77,0
2347,판타지,필,154,9.86,0
2348,판타지,만물상,924,9.82,0
2349,판타지,요런 요물들,427,9.86,0
2350,판타지,꽃이 피고 진 자리,43,9.45,0
2351,판타지,부처핸접,688,9.83,0
2352,판타지,로키 (Loki),481,9.86,0
2353,판타지,묘진전,265,9.86,0
2354,판타지,리플렉션,177,9.79,0
2355,판타지,올리브스쿨(Olive school),97,9.77,0
2356,판타지,제왕의조건,161,9.81,0
2357,판타지,인간의 조건,611,9.87,0
2358,판타지,할라피뇨와 겁쟁이,75,9.83,0
2359,판타지,테임,133,9.5,0
2360,판타지,꽃자국 길,"1,594",9.85,0
2361,판타지,버드맨 (bird-man),45,9.62,0
2362,판타지,세 개의 달,100,9.55,0
2363,판타지,파르카이,16,9.8,0
2364,판타지,량 -무인정사-,13,9.02,0
2365,판타지,유신기(儒神記),29,9.77,0
2366,판타지,그림술사,568,9.87,0
2367,판타지,진실게임,"7,036",9.86,0
2368,판타지,4층복도끝천국,"5,231",9.86,0
2369,판타지,단편 시리즈,19,9.75,0
2370,판타지,야수의 노래,337,9.83,0
2371,판타지,천연(天緣),257,9.78,0
2372,판타지,여기야! 헤드볼 빌리지,61,9.05,0
2373,판타지,요신,23,9.85,0
2374,판타지,별을 건너는 방법,126,9.86,0
2375,판타지,렛츠,71,9.59,0
2376,판타지,전달자,384,9.31,0
2377,판타지,BeYonD,"1,286",9.83,0
2378,판타지,윙즈 - 영광을 위한 날개,"1,445",9.85,0
2379,판타지,힐데르트 캐슬,57,9.42,0
2380,판타지,포츈쿠키,46,9.79,0
2381,판타지,트러블 앤 트리플,52,9.83,0
2382,판타지,푸드 포스 레인저,231,9.81,0
2383,판타지,애니마,958,9.83,0
2384,판타지,신단군전,41,9.65,0
2385,판타지,초월(超越),55,9.79,0
2386,판타지,새벽소리가 들린다,696,9.7,0
2387,판타지,Full Metal Wing,430,9.85,0
2388,판타지,카이만,99,9.84,0
2389,판타지,드림(DREAM),50,9.67,0
2390,판타지,행운의 서(書),770,9.87,0
2391,판타지,블랙보이,319,9.76,0
2392,판타지,[글레이저],23,9.62,0
2393,판타지,EVEN,37,9.8,0
2394,판타지,수신기 搜神記,54,9.78,0
2395,판타지,에르데,326,9.79,0
2396,판타지,여동생은 로봇,668,9.8,0
2397,판타지,인섹터,33,9.58,0
2398,판타지,반마(半魔),10,9.4,0
2399,판타지,사랑하는 마음,42,9.61,0
2400,판타지,리솔루토,284,9.73,0
2401,판타지,오늘의 끝에서 내일을 보다,31,9.69,0
2402,판타지,"그 날, 이후의 세계",278,9.84,0
2403,판타지,숲의노래 : 영혼이 잠드는 숲,108,9.83,0
2404,판타지,릴리 키스(Lily Kiss),21,9.74,0
2405,판타지,미다스의 아들,247,9.85,0
2406,판타지,망자카페,"2,878",9.78,0
2407,판타지,비스트(beast),117,9.78,0
2408,판타지,충무공,55,9.13,0
2409,판타지,싸이클로(순환),27,9.31,0
2410,판타지,터거(turgor),10,9.38,0
2411,판타지,솔라보이,135,9.78,0
2412,판타지,백은아란전,35,9.67,0
2413,판타지,CELL[셀],377,9.85,0
2414,판타지,신의 일요일,36,9.76,0
2415,판타지,행월이야기,83,9.72,0
2416,판타지,Ah!저이야기,31,9.74,0
2417,판타지,신입사원 김용사씨,124,9.86,0
2418,판타지,천사라네,504,9.81,0
2419,판타지,최고의 콤비,208,9.8,0
2420,판타지,달세즈,142,9.86,0
2421,판타지,5月하늘의돋보기,408,9.85,0
2422,판타지,스펠 SPELL,56,9.79,0
2423,판타지,수호령,51,9.0,0
2424,판타지,아벨,50,9.52,0
2425,판타지,더 캐슬,36,9.74,0
2426,판타지,12 (TWELVE),36,9.59,0
2427,판타지,몽쥬페,425,9.86,0
2428,판타지,코크싸이더,191,9.75,0
2429,판타지,콜링 (The Calling),75,9.85,0
2430,판타지,그림자도마뱀사기극,62,9.8,0
2431,판타지,누설,113,9.84,0
2432,판타지,도깨비 낭자,481,9.77,0
2433,판타지,빗자루도깨비 태비 (리메이크 전),517,9.85,0
2434,판타지,네로의 실험실,62,9.82,1
2435,판타지,세상의 아이들,42,9.8,0
2436,판타지,산타시스템,19,9.37,0
2437,판타지,버드(BUD),516,9.65,0
2438,판타지,트웰브,135,9.82,0
2439,판타지,초시공아기 요핸슨!!,50,9.61,0
2440,판타지,치국이야기,66,9.86,0
2441,판타지,루비노(Rubino),28,9.71,0
2442,판타지,기프트,22,9.84,0
2443,판타지,블로우,8,9.68,0
2444,판타지,에렌티,43,9.71,0
2445,판타지,마스크폴리스,101,9.84,0
2446,판타지,달콤한 푸른 별,15,9.79,0
2447,판타지,유랑민족,38,9.83,0
2448,판타지,샌드스톰,17,9.76,0
2449,판타지,익스플로러,23,9.72,0
2450,판타지,히키(HicKey),230,9.85,0
2451,판타지,안녕！후식맨,32,9.83,0
2452,판타지,디바인 안드로메다,61,9.86,0
2453,판타지,Dead to the world,15,9.85,0
2454,판타지,이프,441,9.85,0
2455,판타지,백수 (百壽),5,8.74,0
2456,판타지,아더월드,7,9.39,0
2457,판타지,호레,25,9.85,0
2458,판타지,환상음악단편선,219,9.69,0
2459,판타지,땅의 기록,23,9.78,0
2460,판타지,법칙과 순서의 세계,12,9.68,0
2461,판타지,이상한 나라의 블레인,45,9.84,0
2462,판타지,나비가 나타났다,27,9.71,0
2463,판타지,겨울X거울,32,9.56,0
2464,판타지,캣밑피쉬 (The Cat Meets Fish),369,9.86,0
2465,판타지,하늘아래 우체부,66,9.86,0
2466,판타지,로고스,48,9.64,0
2467,판타지,미묘한 이야기,101,9.44,0
2468,판타지,커튼콜 아래그랑,30,9.83,0
2469,판타지,포션 매니아,58,9.8,0
2470,판타지,은빛 고릴라,377,9.6,0
2471,판타지,페이백 [완],11,9.42,0
2472,액션,저승파견고용직,"25,655",9.89,0
2473,액션,악마법소녀,"2,040",9.89,0
2474,액션,디바이스,"4,980",9.84,0
2475,액션,템플러,662,9.5,0
2476,액션,그림셔틀,"1,013",9.79,0
2477,액션,용사가 되고 싶지 않아,761,9.88,0
2478,액션,용사 성장 프로젝트,543,9.66,0
2479,액션,클리셰,"4,684",9.86,0
2480,액션,체리 블러드,847,9.48,0
2481,액션,저승길잡이,"1,933",9.9,0
2482,액션,"헬로,로시!",330,9.74,0
2483,액션,신과 인간,"12,103",9.89,0
2484,액션,프레이,644,9.69,0
2485,액션,블랙펄,"2,150",9.73,0
2486,액션,아타나시아,582,9.69,0
2487,액션,질주,290,9.75,0
2488,액션,덩키파티,"1,039",9.59,0
2489,액션,디센트,900,9.59,0
2490,액션,아라군주,145,9.71,0
2491,액션,로그 아일,902,9.73,0
2492,액션,플래닛자이언,431,9.37,0
2493,액션,원더키퍼,"1,115",9.9,0
2494,액션,날개 부러진 새의 노래,234,9.68,0
2495,액션,붉은 이정표,26,9.83,0
2496,액션,킥오프,"13,190",9.73,0
2497,액션,덴큐,"3,222",9.73,0
2498,액션,테이커,"17,557",9.85,0
2499,액션,보스 인 스쿨,"9,203",9.87,0
2500,액션,슈체나리움 (Szenarium),356,9.13,0
2501,액션,가담가담,"13,543",9.88,0
2502,액션,소년의 신성,"8,830",9.85,0
2503,액션,엑스마키나,91,6.86,0
2504,액션,로어스쿨,"15,375",9.89,0
2505,액션,드림캡슐(Dream Capsule),"11,565",9.89,0
2506,액션,환생게임,"5,474",9.46,0
2507,액션,라라파루자,"8,994",9.8,0
2508,액션,학용품 대전,"3,140",9.75,0
2509,액션,마법약사,"21,933",9.9,0
2510,액션,(Old)악마법소녀,"11,191",9.88,0
2511,액션,얼티미터,"4,478",9.89,0
2512,액션,서울크로니클 / 적우 2060년,141,9.28,0
2513,액션,히어로망스,"1,777",9.85,0
2514,액션,검의계승자,"3,007",9.87,0
2515,액션,랭커앤랭커,"9,873",9.8,0
2516,액션,알타고,845,9.75,0
2517,액션,미르신화전기,"3,849",9.86,0
2518,액션,초월! 집사소녀!!,"1,758",9.54,0
2519,액션,그 앨리스에게 판타지란 없다,917,9.89,0
2520,액션,검은인간,"1,273",9.89,1
2521,액션,완전범죄,996,9.68,0
2522,액션,스타일리쉬 리벤지,"9,586",9.62,0
2523,액션,빅보이,"1,822",9.82,0
2524,액션,정상이되고싶어,"2,980",9.86,0
2525,액션,RUN,"1,071",9.79,0
2526,액션,카인의표적,"2,811",9.85,0
2527,액션,외모지상주의,"48,534",9.86,1
2528,액션,검은피의 도시,"1,403",9.77,0
2529,액션,카리스마,"3,639",9.89,0
2530,액션,데드위크 [Dead Week],"2,061",9.79,0
2531,액션,티안,"1,656",9.86,0
2532,액션,나이베디야,"4,562",9.85,0
2533,액션,어글리후드,"2,510",9.89,1
2534,액션,가출천사 육성계약,"3,669",9.89,0
2535,액션,던전의 주인님,"2,905",9.88,0
2536,액션,몬스터 커맨더F,"9,025",9.86,0
2537,액션,골란기-시발섬의 식인종들-,"1,972",9.79,0
2538,액션,곤충전,"1,762",9.86,0
2539,액션,후크,"2,642",9.87,0
2540,액션,클릭금지,836,9.74,0
2541,액션,윈터하츠,"6,374",9.89,0
2542,액션,리부트,523,9.75,0
2543,액션,더블랙LABEL,"4,005",9.9,0
2544,액션,쓰레기 성의 소녀,"8,687",9.89,0
2545,액션,스펙터즈,"3,341",9.89,0
2546,액션,정귀괴담록,"1,036",9.86,0
2547,액션,죽은 자들의 도시에서,"1,295",9.72,0
2548,액션,로보택틱스,"1,172",9.78,0
2549,액션,아머나이트,"1,379",9.78,0
2550,액션,풍월주,"2,541",9.83,0
2551,액션,불멸의 드래곤,354,9.43,0
2552,액션,검은소,"1,218",9.83,0
2553,액션,망상되감기,"2,235",9.89,0
2554,액션,아케미아 아카데미,"3,236",9.86,0
2555,액션,무한의 팔라무트,"2,563",9.8,0
2556,액션,수호령,"1,325",9.88,0
2557,액션,천상대전,"2,894",9.87,0
2558,액션,건마왕증,"4,063",9.72,0
2559,액션,선수들,892,9.66,0
2560,액션,쓰리스쿨즈,"2,085",9.9,0
2561,액션,달란트,"2,112",9.88,0
2562,액션,코르보(Corvo),742,9.86,0
2563,액션,사신기,832,9.8,0
2564,액션,아이엠 헝그리,"1,578",9.79,0
2565,액션,용사님이시다,"3,732",9.85,0
2566,액션,큐레이터,"2,070",9.72,0
2567,액션,크리비 (Crea.B),"3,904",9.77,0
2568,액션,열렙전사,379,9.71,1
2569,액션,금빛아이는 새벽을 달린다,"6,583",9.89,1
2570,액션,가짜 좀비왕 4컷,"5,186",8.76,0
2571,액션,개천사,882,9.89,0
2572,액션,유만즈,828,9.85,0
2573,액션,드리머,374,9.41,0
2574,액션,아수라게이트,"2,714",9.47,0
2575,액션,신의 프시키온,"1,088",9.84,0
2576,액션,오늘과 내일의 경계,"1,963",9.89,0
2577,액션,페이퍼,435,9.8,0
2578,액션,인더섀도우,"2,494",9.89,0
2579,액션,특이점 2045,"1,008",9.88,0
2580,액션,королева(퀸),"1,229",9.82,0
2581,액션,SCP-The Administrator,255,8.82,0
2582,액션,판데모니움,196,9.59,0
2583,액션,획,712,9.85,0
2584,액션,학교다녀오겠습니다,"1,979",9.43,0
2585,액션,기계인(機械人),"1,340",9.62,0
2586,액션,반,928,9.83,0
2587,액션,강호열전,430,9.89,0
2588,액션,씨름,872,9.08,0
2589,액션,여고생이 좋아요,"6,683",9.87,0
2590,액션,우린 NPC다,901,9.69,0
2591,액션,카타스트로피,"1,118",9.73,0
2592,액션,초인의시대,531,9.52,1
2593,액션,신,531,9.69,0
2594,액션,눈꽃의 심장,"1,895",9.72,0
2595,액션,HOL(전설의 역사),"1,895",9.4,0
2596,액션,청부업자와 소년의 이야기,841,9.88,0
2597,액션,견우화,"3,356",9.87,0
2598,액션,하늘의 가녘,244,9.89,0
2599,액션,주작작 주주작,"2,755",9.67,0
2600,액션,Walking In The Dark,467,9.86,0
2601,액션,울트라 바이올렛,988,9.78,0
2602,액션,게이트,756,9.76,0
2603,액션,사인검,"1,253",9.78,0
