,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö
947,¿¬¿Á´ÔÀÌ º¸°í°è¼Å                ,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 001,2,2008.11.04,721,9.21,(Âü¿© 184),2
948,¿¬¿Á´ÔÀÌ º¸°í°è¼Å                ,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 002,3,2008.11.05,427,9.29,(Âü¿© 167),2
949,¿¬¿Á´ÔÀÌ º¸°í°è¼Å                ,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 003,4,2008.11.06,407,9.48,(Âü¿© 161),2
950,¿¬¿Á´ÔÀÌ º¸°í°è¼Å                ,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 004,5,2008.11.07,382,9.46,(Âü¿© 184),2
951,°í!°í!·çÅ°·ç!                ,°í!°í!·çÅ°·ç! - #001 THE STRANGER (1),1,2008.09.25,2511,9.55,(Âü¿© 578),3
952,°í!°í!·çÅ°·ç!                ,°í!°í!·çÅ°·ç! - #001 THE STRANGER (2),2,2008.10.02,786,9.60,(Âü¿© 442),1
953,°í!°í!·çÅ°·ç!                ,°í!°í!·çÅ°·ç! - #001 THE STRANGER (3),3,2008.10.09,326,9.54,(Âü¿© 614),1
954,°í!°í!·çÅ°·ç!                ,°í!°í!·çÅ°·ç! - #001 THE STRANGER (4),4,2008.10.16,184,9.60,(Âü¿© 455),0
955,°í!°í!·çÅ°·ç!                ,°í!°í!·çÅ°·ç! - #001 THE STRANGER (5),5,2008.10.23,152,9.61,(Âü¿© 406),0
956,²É¹ç¿¡¼Ö                ,[²É¹ç¿¡¼Ö] - 1È­,1,2010.12.05,2287,9.49,(Âü¿© 1847),4
957,²É¹ç¿¡¼Ö                ,[²É¹ç¿¡¼Ö] - 2È­,2,2010.12.16,1151,9.55,(Âü¿© 2162),1
958,²É¹ç¿¡¼Ö                ,[²É¹ç¿¡¼Ö] - 3È­,3,2010.12.25,405,9.61,(Âü¿© 1902),0
959,²É¹ç¿¡¼Ö                ,[²É¹ç¿¡¼Ö] - 4È­,4,2011.01.01,175,9.61,(Âü¿© 1915),0
960,²É¹ç¿¡¼Ö                ,[²É¹ç¿¡¼Ö] - 5È­,5,2011.01.08,103,9.71,(Âü¿© 1771),0
961,Èåµå·¯Áö´Ù                ,Èåµå·¯Áö´Ù Á¦1È­ - Áê½ÅÀÇ È²Á¦,1,2009.03.23,938,9.60,(Âü¿© 415),1
962,Èåµå·¯Áö´Ù                ,Èåµå·¯Áö´Ù Á¦2È­ - ´ÜÇâ,2,2009.03.30,520,9.70,(Âü¿© 421),2
963,Èåµå·¯Áö´Ù                ,Èåµå·¯Áö´Ù Á¦3È­ - È²ÀÚ,3,2009.04.06,250,9.69,(Âü¿© 436),0
964,Èåµå·¯Áö´Ù                ,Èåµå·¯Áö´Ù Á¦4È­ - ¸ðÈÄ,4,2009.04.13,143,9.66,(Âü¿© 408),0
965,Èåµå·¯Áö´Ù                ,Èåµå·¯Áö´Ù Á¦5È­ - ¼ºÀý,5,2009.04.20,126,9.73,(Âü¿© 413),0
966,¿·ÁýÈ­¶û                ,¿·Áý¿¡ È­¶ûÀÌ ÀÌ»ç¿Ô´Ù.,1,2010.06.18,1200,9.69,(Âü¿© 878),0
967,¿·ÁýÈ­¶û                ,ºÎ¿ëÀü¼³,2,2010.06.25,456,9.71,(Âü¿© 729),1
968,¿·ÁýÈ­¶û                ,ÅÂ¸§ÀÌÀÇ ±â¹¦ÇÑ ºÎ¿ë,3,2010.07.02,209,9.62,(Âü¿© 633),1
969,¿·ÁýÈ­¶û                ,»ß»ß ¾²´Â ³²ÀÚ,4,2010.07.09,116,9.67,(Âü¿© 664),0
970,¿·ÁýÈ­¶û                ,ÇÏÇÏÇÏÇÏÇÏÇÏÇÏÁKÇÏÇÏÇÏÇÏÁKÇÏÇÏ,5,2010.07.16,98,9.55,(Âü¿© 754),0
971,ºÒ¸¸½Ã´ë                ,1È­,1,2014.02.14,1155,9.52,(Âü¿© 218),41
972,ºÒ¸¸½Ã´ë                ,2È­,2,2014.02.21,473,9.58,(Âü¿© 179),35
973,ºÒ¸¸½Ã´ë                ,3È­,3,2014.02.28,189,9.48,(Âü¿© 169),29
974,ºÒ¸¸½Ã´ë                ,4È­,4,2014.03.07,96,9.67,(Âü¿© 166),32
975,ºÒ¸¸½Ã´ë                ,5È­,5,2014.03.14,92,9.64,(Âü¿© 170),33
976,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò                ,<ÇÁ·Ñ·Î±×>¼ö»óÇÑ ¾ÆÄí¾Æ¸®¿ò,1,2010.08.19,1112,9.45,(Âü¿© 342),5
977,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò                ,<1> ÁÒ½º¹Ù´Â »ç½Ç Æ÷µµ¸À ¾ÆÀÌ½ºÅ©¸²,2,2010.08.26,684,9.57,(Âü¿© 349),3
978,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò                ,<2>¼öÁ·°ü¿¡ ¾ÆÄí¾Æ¸®¿ò,3,2010.09.02,355,9.61,(Âü¿© 246),2
979,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò                ,<3>naega godeunger rani?,4,2010.09.09,171,9.48,(Âü¿© 259),1
980,»ç¶ûÀÇ ¾ÆÄí¾Æ¸®¿ò                ,<4> ¿ì¸®µéÀÇ ²Ú²Ú´ò´ø ½Ã°£,5,2010.09.16,133,9.52,(Âü¿© 243),1
981,LOST                ,1È­,1,2010.08.17,674,9.62,(Âü¿© 433),0
982,LOST                ,2È­,2,2010.08.24,345,9.61,(Âü¿© 434),0
983,LOST                ,3È­,3,2010.08.31,133,9.62,(Âü¿© 464),0
984,LOST                ,4È­,4,2010.09.07,81,9.65,(Âü¿© 463),0
985,LOST                ,5È­,5,2010.09.16,54,9.71,(Âü¿© 368),0
986,º½ÀÌ¿© ¿À¶ó                ,ÇÁ·Ñ·Î±×,1,2010.04.21,1138,9.54,(Âü¿© 1150),5
987,º½ÀÌ¿© ¿À¶ó                ,1È­,2,2010.04.28,746,9.61,(Âü¿© 1272),2
988,º½ÀÌ¿© ¿À¶ó                ,2È­,3,2010.05.05,263,9.62,(Âü¿© 1075),2
989,º½ÀÌ¿© ¿À¶ó                ,3È­,4,2010.05.12,98,9.65,(Âü¿© 1063),1
990,º½ÀÌ¿© ¿À¶ó                ,4È­,5,2010.05.19,53,9.56,(Âü¿© 1077),1
991,¾ó·è¸»                ,1. ¼¼ÅÂ,1,2011.03.08,1083,9.61,(Âü¿© 1381),8
992,¾ó·è¸»                ,2. ¿ì¹Î,2,2011.03.15,391,9.68,(Âü¿© 1341),3
993,¾ó·è¸»                ,3. ¹®Á¦Á¡,3,2011.03.22,182,9.69,(Âü¿© 1374),3
994,¾ó·è¸»                ,4. »çÀÌºñ,4,2011.03.29,147,9.75,(Âü¿© 1177),3
995,¾ó·è¸»                ,5. ¸¶À»,5,2011.04.05,84,9.80,(Âü¿© 1159),3
996,±âÅ¸¸Ç                ,±âÅ¸¸Ç 1È­,1,2011.10.26,1092,9.61,(Âü¿© 1125),1
997,±âÅ¸¸Ç                ,±âÅ¸¸Ç 2È­,2,2011.11.02,553,9.59,(Âü¿© 1073),0
998,±âÅ¸¸Ç                ,±âÅ¸¸Ç 3È­,3,2011.11.09,260,9.72,(Âü¿© 1366),0
999,±âÅ¸¸Ç                ,±âÅ¸¸Ç 4È­,4,2011.11.16,140,9.79,(Âü¿© 1434),0
1000,±âÅ¸¸Ç                ,±âÅ¸¸Ç 5È­,5,2011.11.23,92,9.78,(Âü¿© 963),0
1001,My OH                ,ÇÁ·Ñ·Î±×,1,2010.07.21,1594,9.50,(Âü¿© 2346),7
1002,My OH                ,1-Andante,2,2010.07.28,1117,9.58,(Âü¿© 2623),3
1003,My OH                ,2-Allegretto,3,2010.08.04,413,9.57,(Âü¿© 2200),2
1004,My OH                ,3-animato,4,2010.08.11,213,9.62,(Âü¿© 2228),1
1005,My OH                ,4-agitato,5,2010.08.18,143,9.62,(Âü¿© 2041),2
1006,±æ¿¡¼­ ¸¸³ª´Ù                ,³²»êÅ¸¿ö,1,2010.07.24,697,9.52,(Âü¿© 187),7
1007,±æ¿¡¼­ ¸¸³ª´Ù                ,"³²»êÅ¸¿ö, ³¸¼± ´ëÈ­ÀÇ °è´Ü",2,2010.07.24,451,9.60,(Âü¿© 139),3
1008,±æ¿¡¼­ ¸¸³ª´Ù                ,¼­¿ïÇ³°æ Á¦3È­ ÈÄ¾Ïµ¿±æ,3,2010.08.01,310,9.61,(Âü¿© 145),2
1009,±æ¿¡¼­ ¸¸³ª´Ù                ,¼­¿ïÇ³°æ 4È­ ÈÄ¾Ïµ¿±æ ù»,4,2010.08.08,144,9.66,(Âü¿© 106),0
1010,±æ¿¡¼­ ¸¸³ª´Ù                ,¼­¿ïÇ³°æ 5È­ ´ë½Åµ¿ °í¾çÀÌ°è´Ü ±æ,5,2010.08.15,146,9.74,(Âü¿© 104),0
1011,¹¬È¸                ,¸Ö¸® ¸Ö¸® ³ôÀÌ ³ôÀÌ,1,2006.02.26,392,8.62,(Âü¿© 40),1
1012,¹¬È¸                ,½Åµ¥·¼¶ó ÀÌ¾ß±â,2,2006.02.26,181,9.53,(Âü¿© 173),2
1013,¹¬È¸                ,¸Ö¸® ¸Ö¸® ³ôÀÌ ³ôÀÌ,3,2006.02.27,129,9.24,(Âü¿© 38),1
1014,¹¬È¸                ,¸Ö¸® ¸Ö¸® ³ôÀÌ ³ôÀÌ,4,2006.02.27,95,9.23,(Âü¿© 26),0
1015,¹¬È¸                ,¸Ö¸® ¸Ö¸® ³ôÀÌ ³ôÀÌ,5,2006.02.27,91,9.20,(Âü¿© 40),0
1016,±×·±Áö(grunge)                ,1.¾öÃ»³­ ½Ç·ÂÀÚ,1,2010.03.12,397,9.72,(Âü¿© 327),0
1017,±×·±Áö(grunge)                ,2.°ø¸íÀ» ¾ò´Ù,2,2010.03.19,199,9.71,(Âü¿© 309),1
1018,±×·±Áö(grunge)                ,3.½Ê³âÀü,3,2010.03.26,70,9.64,(Âü¿© 300),0
1019,±×·±Áö(grunge)                ,4.Æ÷È¿,4,2010.04.02,37,9.67,(Âü¿© 269),0
1020,±×·±Áö(grunge)                ,5.´Á´ë¿Í¼Ò³à,5,2010.04.09,37,9.68,(Âü¿© 255),0
